COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
Aciclovir,11.9962917068395,15.9987095467809,-0.418337437121375,0.301037965560164,3.81264125542175,9.54361894465456,0.5,-1.49,225.20497,4,1.46,2,10,5,17,27,0,0,-1.4513,2.10627169,52.6188,2,0,1,0,1,0.50145236,80,453,22,32.17818,2.011136,23.127695,7.94967,15.178025,5.087463,193.02006464545,112.87,0.8,0.4444444,0,0,2.4068519,3.968349,3.5327755,0.11111111,0,4,0,0,4,0,1,1,1,12.456747,5.557656,2.831111,0.5,544.08,0.5625,239,11.543606,7.719545,6.714781,5.3842915,4.6432601,3.3693388,2.46104986,1.5051413,8.458342,4.6767014,3.1594962,2.0327451,1.36221112,0.81157326,0.437016117,0.220307205,2.1710793,3.7760286,5.0696304,0.60575784,0.80312246,0.8263421,0.9632096,0.219822,0.32108367,0.04638655,0.24719387,0.4913853,0.07098906,0.08832083,2,1,0,2,0,824.61033,959.44881,1325.93757,1188.24953,929.60363,20.123309,19.990187,27.73401,27.038078,24.148272,0.768741271033678,-0.536884703416929,0.231917205165201,-0.195276736379608,0.243393736283182,2,8,20.179277,29.320723,0
Aclarubicin,11.9931965978002,16.0090814565502,-0.390401979755689,0.271644814981475,4.46005208537669,12.0604529439138,0.61904762,2.557,811.86954,10,4.32,2,18,4,64,111,12,12,2.5983,6.75116289,203.3651,7,3,4,1,7,0.2675199,324,14870,118,118.349296,2.040505,45.037023,41.973935,3.063087,7,743.178175790186,217.05,1,0.5,7.6665657,21.14477035,5.6315852,35.514511,0,2.9037076,7,6,4,12,4,8,4,4,7,46.006348,18.612245,8.927074,0.61904762,10383.16,0.6724138,2342,41.954572,27.469491,26.511002,23.1378521,20.1440501,16.6860469,12.63729152,9.67191174,33.707044,19.8863252,16.2762185,12.4337232,9.27231204,6.74731176,4.286122693,2.844051663,13.0563224,22.6428926,35.2682891,5.54570963,8.01061195,10.50873,5.3882793,1.6224412,2.59330935,0.55006235,0.36887554,1.1739951,0.18535696,0.42771004,1,9,6,7,14,4311.97348,5300.93274,8082.62367,9441.51803,9369.3773,69.977016,71.804569,113.053459,137.592025,148.235914,2.0294108581318,-0.94329673103304,0.0969758282046187,-0.240391981362105,-0.155635279430359,4,14,77.163971,122.390029,1
Ademetionine disulfate tosylate,11.9883450707406,31.972072400624,-0.387561964320294,0.372087929385371,4.06969787262568,11.0333935779679,0.6,-3.473,398.43906,7,1.79,4,10,7,29,49,10,9,-3.1014,9.61868196,88.4988,3,2,2,1,1,0.46581927,142,1993,43,54.243578,2.009021,34.023953,12.991126,17.805794,5.857981,324.385277291806,185.46,1,0.5,1.3282066,1.71465941,2.1743478,10.781112,9.2570946,0.99321943,1,3,2,5,1,1,2,1,1,21.702735,9.212018,4.77551,0.6,1899.12,0.5185185,621,19.714814,12.790601,11.994497,10.1921616,7.6755054,5.9243578,4.29306437,2.99821007,15.231464,10.5187418,9.1338284,6.6308064,4.94841826,3.61384715,2.181636407,1.404250154,5.4920926,7.5140725,10.2423389,2.38827752,3.21704862,4.013462,2.1893109,0.7844975,1.39916063,0.12262988,0.50524519,0.8832051,0.1513772,0.21961942,3,1,0,3,5,1843.6275,2158.46365,3049.33617,2949.76943,2717.58616,39.15998,37.829909,52.591887,58.27853,54.073363,1.05372768810793,-0.512272643362074,-0.116358002252852,0.0439607443304238,0.0841900574040349,4,10,35.922554,54.579446,0
Adenine,11.9885921342488,14.0147770958463,-0.29277204427963,0.142856364491968,5.6644921464871,8.31788501293024,0,-0.337,135.1269,0,1.46,0,10,0,11,15,10,9,-0.5813,0.33790969,36.6313,2,2,1,1,1,0.5959076,52,105,12,20.41041,2.041041,14.696329,0,14.696329,4.459432,92.961430666167,80.48,0.3333333,0.25,0,0,0.25,2.620741,2.3811016,0,0,0,2,0,0,1,0,0,0,6.694215,2.56,1.12,0,166.05,0.9,79,6.974691,4.87701,4.263025,3.683154,3.089159,1.979357,1.16612121,0.62800349,5.073692,2.7727673,1.8586594,1.2454958,0.78326994,0.37614165,0.157639199,0.062353684,1.4401775,2.3436253,2.6046562,0.35841132,0.42995281,0.3411012,0.5384517,0.1642664,0.17635312,0.02693376,0.2194161,0.3874584,0.04500494,0.05408922,2,1,0,0,0,473.76328,546.81559,739.79687,539.56396,273.35429,11.799902,12.495637,17.437013,14.243214,8.578487,0.304620793222512,-0.230957683652144,0.0969084319334616,-0.0114139785193517,-0.00684716637322173,2,4,9.426035,17.633965,0
Adenine hydrochloride,11.9945910275865,14.0093910586379,-0.288235766092625,0.186166851213303,5.89655399424525,8.85637069831938,0.2,-2.533,135.1269,0,1.46,0,9,0,11,15,0,0,-0.7679,0.58967041,34.9971,2,0,1,0,1,0.55873742,52,105,12,20.41041,2.041041,14.696329,0,14.696329,4.459432,114.761430666167,75.46,0.3333333,0.25,0,0,0.25,2.620741,2.3811016,0,0,0,0,1,2,0,0,0,0,6.694215,2.56,1.12,0.2,166.05,0.9,79,6.974691,4.87701,4.263025,3.683154,3.089159,1.979357,1.16612121,0.62800349,5.098255,2.8278402,1.9529105,1.3272786,0.83428113,0.40136129,0.164894377,0.064580154,1.4401775,2.3436253,2.6046562,0.39612649,0.46661195,0.3674467,0.5384517,0.1642664,0.19682035,0.02957661,0.2194161,0.3874584,0.04824045,0.05766588,2,0,0,0,1,504.76932,583.14628,789.13301,573.66564,287.66351,11.799902,12.495637,17.437013,14.243214,8.578487,0.373420145382083,-0.268499631245793,0.0916455114298233,-0.0217284962524811,0.0118725433774091,1,5,10.086035,17.633965,0
AG-636,11.85,15.9959282685789,-0.327728116519365,0.292433457479025,4.55587189036298,10.5325901436913,0.0952381,4.936,343.37937,3,3.22,0,24,3,29,43,22,21,4.7682,22.73573124,102.5331,4,4,3,3,3,0.19820356,142,1721,44,53.585248,2.060971,14.276991,4.871895,9.405096,5.857981,300.315989357623,68.01,0.8571429,0.4615385,3.4438295,3.57315371,12.6626184,24.164695,10.4026222,0.5,2,0,10,0,1,6,1,1,0,19.322235,8.163265,3.938169,0.0952381,1466.05,0.8076923,584,18.258784,12.541714,11.631875,9.9917896,8.5561658,7.0416943,4.63601475,3.63637551,14.470605,8.2755761,6.302013,4.6047413,3.26419029,2.1638422,1.188487827,0.766798733,4.6106438,7.4920518,10.675419,1.71644736,2.33269651,2.599493,1.8546812,0.5631664,0.8047701,0.16224805,0.4420442,0.6367027,0.12283985,0.15795705,1,12,6,1,0,1852.9797,2216.74689,3189.59298,3249.26645,2825.40101,28.628879,30.88269,44.961907,46.657823,44.598565,0.280912178202061,-0.105250202046248,0.00574722032388931,-0.055422101518661,-0.0167942802934115,1,4,21.522519,53.199481,0
AI-10-49,11.85,19.0034464305163,-0.376467271673226,0.5287329343234,2.95516320986301,9.44455563902007,0.2,5.978,660.52444,14,2.89,2,17,7,52,69,32,30,8.9917,80.85066889,151.2553,6,6,4,4,4,0.19584777,254,12398,68,96.722672,2.057929,48.335009,15.12932,18.987562,6.70044,497.323871314446,129.29,1,0.5,0,0,16.1698786,27.218319,8.650853,0,0,4,12,0,0,8,0,0,5,36.779586,16.56,10.994568,0.2,3314.17,0.787234,2440,33.020086,22.471392,22.29774,16.0619023,13.9593667,11.1944272,8.32558564,6.46088876,23.854513,13.7461626,9.6919157,6.3269303,4.35855475,2.85052764,1.633527998,1.012304168,6.3742471,10.5361753,13.3154611,1.6070615,2.08578407,2.171793,5.2711503,0.3333333,1.01546386,0.06613531,0.68602607,1.0880385,0.18364624,0.218617,4,20,0,4,0,2532.74512,2987.66028,4192.80165,3949.45409,3484.322,62.044492,60.805814,98.351103,79.905592,78.736355,1.72185556814065,-1.20266517783784,0.0484482722174149,0.684368482347463,-0.262698185293949,2,5,47.448554,81.421446,0
alpha-Lapachone,11.9884798778477,16.0061448072698,-0.367248415022151,0.271092231344414,5.57972983681779,10.0908767891728,0.33333333,2.716,242.27042,0,2.78,0,13,0,20,32,6,6,2.3328,5.44195584,69.1837,3,2,1,1,3,0.17914507,102,528,33,36.790293,2.043905,8.245214,8.245214,0,5.321928,230.578779883284,43.37,1,0.5,2.4410864,2.73081636,5.1551866,12.979025,9.1254651,0.2,2,2,4,0,4,2,0,2,1,13.005,4.528616,2.176871,0.33333333,850.03,0.7777778,239,12.913849,8.4948,8.565122,7.0689222,6.0204528,5.3199316,3.64085595,2.34953345,10.44836,6.1009536,5.3732643,3.5261384,2.49251626,1.89316125,1.133114983,0.638635332,3.9996153,6.6490381,10.6696911,1.64488036,2.16842614,2.81776,2.136338,0.4253808,1.23217169,0.09679717,0.17929594,0.4609482,0.0689183,0.15255171,0,7,3,2,2,1264.83536,1533.88348,2302.60217,2358.00991,1821.94283,20.323407,21.328368,33.988828,37.095389,32.427481,0.396418615095493,-0.119914736142751,-0.0985613305593097,0.0244334731439714,-0.0366166979755691,0,3,19.136898,38.141102,0
Amenamevir,11.9,31.9720727406617,-0.280283101830172,0.219675707583617,5.26523689129297,11.879028320375,0.33333333,2.693,482.55404,8,3,2,14,6,37,60,17,17,2.4544,6.02407936,125.5353,4,3,4,3,3,0.2713816,180,3662,53,68.984737,2.028963,29.07182,13.052032,12.607698,6.209453,421.616866303473,130.85,1,0.5,4.3785355,4.22540013,13.8522503,25.735573,8.7217914,1.08148375,2,5,8,1,2,6,0,4,0,27.046019,12.029904,7.071508,0.33333333,2847.1,0.8235294,918,24.294318,16.231984,15.389355,12.2983223,10.0248033,7.6460414,5.34377241,3.23115553,19.226559,11.4346603,9.0460592,6.3972477,4.57265588,3.12072731,1.702712637,0.882302712,5.7578201,8.8558375,12.0535693,2.28555262,3.13776116,3.691463,3.1109545,0.4606216,1.30360276,0.14596684,0.30687683,0.5862599,0.15195231,0.21654716,3,9,3,5,2,2490.00441,2905.5312,4089.90527,4149.34083,3879.62462,45.440019,48.331562,63.120868,60.89833,59.814982,0.707857203012917,-0.342991986359134,0.0344594734758104,0.110353421097676,-0.248678398516951,1,7,42.691382,70.886618,0
Amonafide,11.9884649441924,16.0060296120264,-0.34894148562391,0.315985161540658,5.58552852837098,10.8570310815145,0.25,1.436,283.32569,3,2.67,2,16,4,23,38,11,10,1.1629,1.35233641,82.3856,3,3,1,1,3,0.23536719,114,842,38,42.776944,2.036997,14.188065,5.198613,8.989452,5.523562,258.53835973229,66.64,0.8,0.4444444,2.4652071,2.21482486,6.1427126,17.557505,10.2156742,0.25,2,2,5,0,2,3,0,2,0,15.879017,6.245675,2.933454,0.25,1180.05,0.6190476,323,15.1459,9.986071,9.525904,7.803867,6.8711046,5.9743337,4.50777034,3.14901029,12.089239,6.8197372,5.5373696,3.7211387,2.68410965,1.96450875,1.233995521,0.737305756,3.9037679,6.7808551,11.0562519,1.45339565,1.99201787,2.631429,1.7678497,0.4605471,0.87296775,0.1155449,0.16063397,0.4596941,0.05886502,0.12725289,2,6,4,2,0,1512.3995,1824.73326,2692.33808,2915.67187,2501.20563,23.628879,24.827457,36.768199,41.847626,41.093024,0.423233335669458,-0.269780187104116,0.148715443209619,-0.0484043720966703,-0.190697850934589,1,5,23.800519,44.399481,1
Amsacrine hydrochloride,11.85,31.9720724088515,-0.347072953453801,0.213345586916659,5.27922930230215,11.6907816263537,0.0952381,3.847,393.46074,5,3,0,26,3,31,47,22,20,3.798,14.424804,108.0615,4,4,2,2,4,0.22563389,152,2003,46,57.682561,2.060091,20.167217,7.554096,9.376247,5.954196,330.251698816584,88.7,1,0.5,2.9441392,2.80802777,13.0397995,24.806088,10.0824655,0.5,2,0,11,0,0,4,0,2,1,21.240375,9.013333,5.023781,0.0952381,1744.07,0.75,587,19.725404,13.442803,12.924312,9.8899232,8.8765032,7.5903192,5.42384329,4.35934237,15.634801,9.1199933,6.8716868,4.50346,3.31984082,2.34416403,1.351751846,0.892061388,4.1363879,7.4260577,10.6886637,1.41159561,2.07366126,2.481793,2.8396993,0.3305272,0.95320611,0.09036254,0.28006897,0.5187888,0.09358724,0.12576274,0,17,2,0,0,2203.355,2607.16774,3775.20099,3902.14467,3626.49417,37.531101,41.391133,51.707547,53.381765,52.741202,0.45135984736027,-0.216319477939347,-0.0240792581734133,0.00920466224507017,0.0466910674157984,2,5,31.802933,58.235067,1
Amuvatinib,11.9936318317996,31.9720726211137,-0.349256009026113,0.191461481367804,5.6477384264473,11.4708433418767,0.26086957,3.861,447.5115,5,3,0,14,4,37,53,21,19,4.148,17.205904,124.5583,6,4,3,2,4,0.24149225,180,3374,53,67.610041,2.112814,28.245457,9.353836,16.324169,6.209453,362.124271083051,107.98,0.8888889,0.4705882,0,0,15.4144505,24.468047,7.3528393,0,0,6,8,0,1,4,0,0,2,22.463112,9.93236,4.64,0.26086957,2372.09,0.96875,992,21.492989,15.759153,14.226196,12.9228063,11.182019,9.18427,6.588325,5.17392209,18.099787,10.9544462,8.1803424,6.288894,4.45324471,3.0424378,1.796190365,1.179170997,5.0267576,8.2949772,11.220619,2.07018125,2.77271012,3.035257,1.8174908,0.5039339,0.88426678,0.16211908,0.68144368,1.0304358,0.20391991,0.23672023,1,12,2,5,0,2373.30461,2831.5802,4039.39881,4010.80561,3483.51245,42.251062,42.65652,63.233694,64.182638,56.186709,0.799493849545621,-0.580798140801651,0.123858333137239,0.172811285454828,-0.184625840391398,1,5,37.105347,65.288653,0
Anisomycin,11.85,15.9979307702654,-0.388542432586547,0.258796694705039,4.05305178835345,9.75814515542075,0.5,1.259,265.3055,5,2.45,2,7,3,20,38,6,6,0.8775,0.77000625,69.3015,2,1,2,1,1,0.25568453,94,759,25,37.979668,1.99893,13.754867,10.687779,3.067088,5.321928,250.699158268545,67.79,0.8333333,0.4545455,2.2237803,2.52838061,5.493216,12.293294,4.8629183,0.2,2,2,4,3,1,2,1,1,2,15.39,7.135802,4.231405,0.5,1179.05,0.6315789,334,13.828063,9.096555,8.138819,6.2525295,4.9350555,3.9141802,2.3179995,1.5724343,11.127624,6.3148342,4.7083362,3.2817005,2.32877508,1.49080559,0.810077246,0.485499262,2.5359216,3.717301,4.7722714,1.03866906,1.37416107,1.392496,1.3549483,0.1642664,0.57105365,0.05262298,0.31564114,0.3806138,0.13409711,0.12250826,1,5,1,2,4,1056.07689,1208.29652,1625.08307,1461.69509,1233.24275,22.457856,22.324916,30.929751,29.040126,24.491098,0.589203714978788,-0.273513749378548,-0.118649823041224,0.184008217419823,-0.114710581022855,2,4,26.220933,41.617067,0
Anthralin,11.9961959170051,15.9987070658542,-0.385508388495998,0.198567876580568,5.4746977276177,10.0186886381888,0.07142857,2.708,226.22792,0,2.67,0,16,0,19,27,12,12,2.844,8.088336,63.7009,3,2,1,2,3,0.25448659,94,450,31,35.038871,2.06111,7.721048,7.721048,0,5.247928,199.746336556617,57.53,0.75,0.4285714,0,0,6.8890315,17.319268,10.7313014,0.65518535,0,1,6,0,1,6,2,1,0,12.055402,4.591837,1.96,0.07142857,569.03,0.8235294,215,11.991199,8.181541,7.586054,6.691299,6.193526,4.6168021,3.41364142,2.20589553,8.973884,5.3464784,4.1284253,3.0925424,2.32226031,1.58846723,0.943885817,0.536763283,3.1793104,6.1531314,8.6976174,1.13189312,1.69874768,2.06479,1.2194102,0.396546,0.50925463,0.10882142,0.18144368,0.4727645,0.07020961,0.13622723,0,9,4,0,1,1141.46829,1383.29539,2029.50528,2104.70338,1606.58968,19.323407,19.996276,29.992552,34.32092,32.20195,0.242679979400406,-0.0626182525289251,-0.0110494806117242,-0.0934049136797957,0.0594285104281669,2,1,11.89007,33.71393,0
ASLAN003,11.9973826052224,19.000608246341,-0.348760652727924,0.293871405269009,4.34417627220981,9.84048659314323,0.05263158,4.931,356.32358,5,2.78,0,23,3,28,40,18,18,4.286,18.369796,91.4914,3,3,3,3,3,0.20064744,134,1737,42,52.667973,2.025691,19.002733,7.638889,6.214627,5.807355,301.545521700497,71.45,0.8571429,0.4615385,1.4694156,1.38472174,8.102841,20.527651,10.7927105,0.5,1,0,9,0,1,8,1,1,1,20.727041,9.467456,5.093426,0.05263158,1114.07,0.7307692,556,18.681434,12.490402,11.238976,9.2773505,7.6990004,6.0943833,4.08037384,2.92390033,13.663005,7.5812831,5.37657,3.7267026,2.45773874,1.62683123,0.847475011,0.491117152,4.1822364,6.4981333,8.8338603,1.16262523,1.41547542,1.545376,1.7810275,0.4799076,0.58003102,0.0843686,0.22222222,0.396546,0.07012769,0.08332755,3,12,3,0,0,1530.56692,1793.92643,2481.14781,2570.88281,2236.67228,32.047456,31.156666,44.620867,49.338446,48.199697,0.603597638566582,-0.279332822675029,0.00771792112422587,-0.148205263378459,0.170524333677001,2,4,22.564898,48.495102,0
AT-130,11.999,78.9183375546879,-0.348471450750971,0.246478058645818,4.04568888345398,13.2497761246074,0.27272727,4.438,490.34743,8,2.89,3,24,6,33,55,12,12,2.816,7.929856,118.2793,3,2,3,2,3,0.19616024,156,2696,50,62.38044,2.012272,24.86992,12.777855,9.504237,6.044394,397.42273176354,95.94,0.8571429,0.4615385,1.8515308,1.57480156,15.0550821,23.646881,9.1663546,0.99186349,1,5,8,0,4,4,1,3,1,25.619835,12.459259,6.756679,0.27272727,2319.09,0.7419355,680,22.380104,14.917923,13.028681,11.1196814,8.6730105,6.6919014,4.18746107,3.00912441,18.645717,10.685112,7.8717519,5.8763136,3.96413455,2.70528935,1.291484488,0.762953493,5.0522045,7.3140007,9.897085,2.04216426,2.65621623,3.229427,1.892768,0.6844865,0.85987767,0.21570999,0.26872874,0.2621887,0.1346125,0.09253537,2,12,2,2,3,2276.40444,2650.64522,3622.79857,3957.29746,3765.96604,79.210377,42.085058,61.50875,80.110167,93.585133,0.577781321110237,-0.298906560568845,0.0488057304414316,0.0472001440117923,-0.159581222147022,3,4,33.636968,65.083032,0
Aurintricarboxylic acid,11.9961414335822,16.0034957547611,-0.360838104531668,0.312162670979402,4.4097744140625,13.0791015790461,0,3.806,422.342,5,2.89,0,31,3,33,45,12,12,2.3354,5.45409316,107.96,3,2,3,2,3,0.40143222,162,2484,54,62.06997,2.002257,22.159709,22.159709,0,6.044394,375.036821562118,169.43,1,0.5,0,0,9.8386149,33.443634,20.1033559,4.79593552,0,0,6,0,7,6,5,4,0,25.619835,10.950521,5.925926,0,1279.09,0.6129032,525,22.869515,14.595132,13.952213,11.0977553,9.1635128,7.0824076,4.96965933,4.13255567,15.565214,8.6486322,6.4652528,4.529922,3.07831871,2.09757245,1.211780463,0.788201656,6.1328109,9.473492,12.5599977,1.70696988,2.18696166,2.537638,2.7264662,0.8635901,0.853962,0.15630662,0.20412415,0.4398264,0.07216878,0.10350629,3,12,7,0,0,2171.89724,2609.37126,3758.18529,4176.31923,4025.83148,37.970221,35.988828,54.308511,60.973932,63.628194,0.844592757747044,-0.343690640586434,0.0849550083928514,-0.391066507586627,0.231328404493892,5,7,19.136898,55.273102,0
Azelaic acid,11.9962687624769,15.9992867053697,-0.351410286469412,0.278792091370017,3.7173857421875,7.42674009031278,0.77777778,1.713,188.22129,8,2.01,9,3,11,12,29,0,0,1.871,3.500641,46.542,0,0,0,0,0,0.39658731,50,344,10,24.494905,1.884223,9.52658,9.52658,0,4.584963,194.108309734245,74.6,1,0.5,0,0,9.3332583,4.141993,0.125,1.02598557,0,7,0,0,2,0,2,2,0,13,8.591716,12,0.77777778,628.04,0,188,10.104448,6.125898,5.132811,2.5629488,1.6355018,1.0314744,0.64097421,0.39073721,7.660671,4.5625687,3.055244,1.7812843,1.08278154,0.64064217,0.364614073,0.195321083,0.5773503,0.4082483,0.2886751,0.09128709,0.06454972,0.04564355,0.8164966,0,0.12909944,0,0,0,0,0,2,0,0,0,7,482.74964,476.01668,477.7844,401.45071,349.95087,16.097876,13.328368,15.877306,11.328368,10.328368,0.383714788637798,-0.186166551351993,0.00332738075517216,-0.00853250844795011,-0.00021961425621407,2,4,19.407312,29.716688,0
B02,11.85,15.994921700159,-0.274326158824038,0.241681337373043,5.79887846969322,11.1799275406522,0.04545455,3.522,339.3907,4,3.44,2,19,2,29,43,18,18,3.6002,12.96144004,102.7216,4,4,3,3,4,0.13434092,136,1673,40,54.065713,2.07945,12.356074,2.612577,9.743497,5.857981,317.085288582129,45.56,1,0.5,0,0,23.9308285,23.876422,5.0695346,0,0,1,13,0,0,3,0,1,0,19.322235,9.467456,4.899408,0.04545455,1466.04,0.9615385,533,17.769374,12.809663,11.048269,9.5302558,8.0040145,6.7417384,4.28648236,3.2513672,14.11725,8.4274647,5.9837395,4.1839408,2.87653864,1.99817615,1.05399625,0.661076201,3.1792244,5.3068865,7.7997196,1.08785741,1.44579227,1.718809,1.2061972,0.2932176,0.5332302,0.0683599,0.3328184,0.4250366,0.09719799,0.09892891,4,14,3,1,0,1832.09382,2143.66062,2944.60861,3055.83194,2686.19614,27.85441,30.495366,41.574989,43.322551,38.377467,0.341917571130818,-0.217334952452831,0.135959396751122,-0.148871869645876,0.061174894135007,0,4,24.162519,54.157481,0
Bakuchiol,11.85,15.994919164541,-0.360451877865762,0.108781558404669,4.78813548177755,11.3345917890157,0.33333333,7.206,256.38323,6,3.33,8,9,8,19,43,6,6,5.3229,28.33326441,85.1843,1,1,1,1,1,0.07896708,88,822,23,36.986698,1.946668,2.517978,2.517978,0,5.247928,289.599197761362,20.23,1,0.5,8.5039069,2.38729375,13.4927222,8.987923,0.5047173,0,3,2,4,0,1,2,1,0,0,17.052632,8.3232,6.816568,0.33333333,1507.01,0.3157895,343,14.303119,8.949308,8.114862,5.7069256,3.5860167,2.7800177,1.91426042,0.94903876,12.187336,6.7030578,5.4549579,3.2515258,1.79731436,1.12178674,0.744508259,0.307738,2.7638196,2.9875854,3.1453337,1.45650516,1.39090771,1.163497,1.8278243,0,1.15220187,0,0.08333333,0.1422589,0.02777778,0.02846011,1,9,2,3,2,1236.84372,1343.80504,1692.01995,1550.94036,1277.7665,19.774469,19.332092,25.664184,23.664184,18.332092,0.0632538937739523,-0.0196707027680515,-0.0117691708516834,-0.00258720183349413,-0.001690147488141,1,0,26.236968,48.485032,0
BAY-2402234,11.9884054610425,34.9688543125122,-0.388486214113357,0.415219152736998,3.44258349609375,10.3355938607071,0.28571429,4.772,520.83777,9,2.23,3,22,4,37,53,12,12,4.3169,18.63562561,114.161,3,3,3,3,2,0.18164036,184,3626,61,69.608627,1.988818,38.39824,10.673931,13.002528,6.209453,413.871441091277,94.47,1,0.5,2.0378693,3.73514664,3.7348727,17.348736,14.4083913,0.40716264,2,2,5,1,1,8,1,2,1,29.554419,12.24,6.716049,0.28571429,1835.14,0.5428571,778,26.076621,16.382466,15.800669,12.9223861,9.9702046,7.8772917,5.37310327,3.89477564,18.91563,10.3858252,7.5724324,5.1995501,3.27413605,2.02344827,1.141911381,0.647033547,7.946369,10.8469095,15.1775869,2.12350922,2.46898944,2.666404,3.7191558,1.3460458,1.09110643,0.21388596,0.35863639,0.7724656,0.09682142,0.16390445,2,11,1,5,1,2084.26583,2482.30574,3572.79652,3822.39177,3582.11083,54.760968,45.210592,73.683068,83.072283,78.821223,1.13183482205783,-0.545141958812211,-0.1418883686066,0.250395983578129,-0.190767499273719,2,7,34.564726,61.535274,0
BCH001,11.9961514110196,19.0004180844542,-0.346773861282585,0.527612048810901,3.01105810546875,11.5375415344167,0.15,5.336,420.33947,8,2.56,2,24,5,32,45,17,16,5.4949,30.19392601,99.0736,3,3,2,2,3,0.2326864,156,2339,48,60.392363,2.013079,26.705875,13.246025,6.347775,6,342.489518577792,97.75,0.8333333,0.4545455,1.4216765,1.49863449,8.0335641,22.058242,12.3445185,0.59527539,1,1,8,0,2,5,1,2,2,24.638672,10.744802,6.515235,0.15,1339.1,0.5666667,552,21.888541,14.19169,13.726926,9.9024382,8.7131248,6.8899566,5.07163151,4.07411526,15.487223,8.6428211,5.9698387,3.9854943,2.78037936,1.87456718,1.076431534,0.668372387,4.6902507,7.9798172,10.9225645,1.26681089,1.7188761,2.001734,3.2114843,0.4795017,0.68555569,0.10075591,0.20693027,0.392473,0.06797147,0.09515645,3,11,3,2,0,1772.11344,2110.99134,3011.19197,3284.8529,3128.65525,39.098438,36.734727,58.864238,55.226368,60.825016,1.00854170911456,-0.700208935918402,0.317157702035379,-0.346734183816365,0.373413834910319,2,6,27.735105,53.082895,0
Becatecarin,11.85,34.9698566816474,-0.393332914772328,0.243418553363795,4.60666457830123,13.5285976070224,0.39393939,4.433,669.55279,8,3.66,2,25,5,52,80,24,20,4.4731,20.00862361,172.479,7,6,2,1,4,0.21025757,264,6479,98,95.314022,2.072044,37.589917,18.776932,13.644467,6.70044,545.268458017463,140.49,1,0.5,4.3191658,6.76921747,9.0931308,38.380911,48.9652107,1.44235771,3,5,6,5,2,4,3,2,2,34.448964,13.6125,5.327872,0.39393939,5326.13,0.6304348,1187,32.601201,22.174671,20.249129,19.4932007,17.5090218,15.0229024,12.72474126,10.93609683,26.970448,16.0514885,12.549409,10.1826571,7.77696094,5.5679669,4.021294492,2.918457225,10.1504634,18.6831129,30.07687,4.3158254,6.63269269,8.738829,3.3423528,1.346458,1.75925856,0.42171517,0.85136317,1.9731415,0.29958185,0.59795129,2,12,6,8,4,4200.58755,5359.9598,8614.59685,10047.28024,10786.0273,68.287104,60.72037,95.9453,123.4772,133.777484,1.20676964668299,-0.530179550964765,-0.198630263056598,0.244529475132312,-0.321984956605271,4,9,50.357038,95.124962,1
